chr	start	end	strand	ens	Symbol
chr8	109393142	109395142	+	ENSMUSG00000031910	Has3
chr11	94360288	94362288	-	ENSMUSG00000010080	Epn3
chr16	97984344	97986344	-	ENSMUSG00000005251	Ripk4
chr2	11422728	11424728	-	ENSMUSG00000026773	Pfkfb3
chr2	131854994	131856994	-	ENSMUSG00000027339	Rassf2
chr1	133140835	133142835	-	ENSMUSG00000026430	Rassf5
chr11	53292776	53294776	-	ENSMUSG00000044352	Sowaha
chr5	138085942	138087942	-	ENSMUSG00000047182	Irs3
chr6	28930634	28932634	+	ENSMUSG00000092090	Gm3294
chr7	150292159	150294159	+	ENSMUSG00000009545	Kcnq1
chr4	21857476	21859476	+	ENSMUSG00000028246	6230409E13Rik
chr13	54471713	54473713	+	ENSMUSG00000025867	Cplx2
chr5	65360310	65362310	+	ENSMUSG00000029185	Fam114a1
chr11	116098391	116100391	-	ENSMUSG00000034282	Evpl
chr11	54116300	54118300	+	ENSMUSG00000020333	Acsl6
chr17	25706861	25708861	+	ENSMUSG00000091475	2810468N07Rik
chr6	86144420	86146420	+	ENSMUSG00000029999	Tgfa
chr1	107252287	107254287	-	ENSMUSG00000047496	Rnf152
chr7	125586066	125588066	-	ENSMUSG00000058420	Syt17
chr12	77517586	77519586	+	ENSMUSG00000052221	Ppp1r36
chr1	135803576	135805576	-	ENSMUSG00000010311	Optc
chr4	116548981	116550981	+	ENSMUSG00000033948	Zswim5
chr6	115083790	115085790	-	ENSMUSG00000091748	Gm17733
chr6	135146995	135148995	+	ENSMUSG00000030207	8430419L09Rik
chr6	116410196	116412196	-	ENSMUSG00000025701	Alox5
chr2	32595536	32597536	-	ENSMUSG00000009551	6330409D20Rik
chr8	108041646	108043646	+	ENSMUSG00000031891	Hsd11b2
chr3	126863223	126865223	+	ENSMUSG00000087227	Gm16958
chr11	94334414	94336414	-	ENSMUSG00000020866	Cacna1g
chr2	149653947	149655947	+	ENSMUSG00000074736	Tmem90b
chr4	154334032	154336032	+	ENSMUSG00000048001	Hes5
chr18	83079271	83081271	+	ENSMUSG00000058881	Zfp516
chr2	31168935	31170935	+	ENSMUSG00000055632	Hmcn2
chr12	76835716	76837716	-	ENSMUSG00000021054	Sgpp1
chr7	20005766	20007766	-	ENSMUSG00000040705	A930016O22Rik
chr17	31193643	31195643	+	ENSMUSG00000024030	Abcg1
chr1	45981439	45983439	-	ENSMUSG00000025993	Slc40a1
chr19	6998870	7000870	-	ENSMUSG00000050623	1700019N12Rik
chr3	145882925	145884925	+	ENSMUSG00000036832	Lpar3
chr10	53794728	53796728	+	ENSMUSG00000084765	Gm16998
chr3	87751588	87753588	+	ENSMUSG00000004885	Crabp2
chr2	127554668	127556668	-	ENSMUSG00000027377	Mall
chr7	147079595	147081595	+	ENSMUSG00000066129	Kndc1
chr1	137480350	137482350	+	ENSMUSG00000054412	Gm4793
chr2	165328287	165330287	+	ENSMUSG00000027661	Slc2a10
chr2	24617672	24619672	-	ENSMUSG00000004113	Cacna1b
chr11	32432305	32434305	+	ENSMUSG00000020272	Stk10
chr9	51572442	51574442	+	ENSMUSG00000053199	Arhgap20
chr4	154415155	154417155	+	ENSMUSG00000073686	Gm10564
chr2	163743419	163745419	-	ENSMUSG00000035226	Rims4
chr12	34612290	34614290	+	ENSMUSG00000046518	Ferd3l
chr9	95536391	95538391	+	ENSMUSG00000086248	Gm16127
chr4	127647195	127649195	-	ENSMUSG00000028813	CK137956
chr7	80884193	80886193	+	ENSMUSG00000078670	Fam174b
chr14	56379761	56381761	+	ENSMUSG00000040432	Ltb4r2
chr12	109240812	109242812	-	ENSMUSG00000048251	Bcl11b
chr12	104479360	104481360	-	ENSMUSG00000041669	Prima1
chr16	20733584	20735584	-	ENSMUSG00000022847	Thpo
chr5	9265022	9267022	-	ENSMUSG00000089926	Gm15734
chr11	68935091	68937091	-	ENSMUSG00000090920	9130213A22Rik
chr1	75273990	75275990	-	ENSMUSG00000033061	Resp18
chr6	54544105	54546105	+	ENSMUSG00000005225	Plekha8
chr13	22100611	22102611	-	ENSMUSG00000006179	Prss16
chr10	72561090	72563090	+	ENSMUSG00000052613	Pcdh15
chr6	17255335	17257335	+	ENSMUSG00000007655	Cav1
chr11	32246820	32248820	+	ENSMUSG00000040711	Sh3pxd2b
chr13	99463789	99465789	-	ENSMUSG00000052485	Tmem171
chr17	34399154	34401154	+	ENSMUSG00000073421	H2-Ab1
chr6	83390749	83392749	+	ENSMUSG00000051844	B230319C09Rik
chr10	79239017	79241017	+	ENSMUSG00000020325	Fstl3
chr13	30427310	30429310	+	ENSMUSG00000049115	Agtr1a
chr9	107133240	107135240	-	ENSMUSG00000039716	Dock3
chr4	101759148	101761148	+	ENSMUSG00000028525	Pde4b
chr7	136399608	136401608	+	ENSMUSG00000070366	Ppapdc1a
chr19	4397285	4399285	-	ENSMUSG00000054611	Kdm2a
chr14	50144721	50146721	-	ENSMUSG00000021852	Slc35f4
chr9	37334663	37336663	+	ENSMUSG00000001946	Esam
chr19	59334368	59336368	+	ENSMUSG00000025094	Slc18a2
chr11	53840592	53842592	-	ENSMUSG00000020334	Slc22a4
chr1	20879691	20881691	+	ENSMUSG00000025931	Paqr8
chr3	145312276	145314276	+	ENSMUSG00000090771	Gm17501
chr6	38586239	38588239	-	ENSMUSG00000071537	Klrg2
chr11	87475224	87477224	+	ENSMUSG00000034177	Rnf43
chr12	81618458	81620458	+	ENSMUSG00000021130	Galntl1
chr13	72100171	72102171	-	ENSMUSG00000060969	Irx1
chr15	84276527	84278527	-	ENSMUSG00000062760	1810041L15Rik
chr9	51770661	51772661	-	ENSMUSG00000032051	Fdx1
chr1	193915253	193917253	+	ENSMUSG00000085764	Gm16621
chr3	55045448	55047448	+	ENSMUSG00000027797	Dclk1
chr18	24866946	24868946	+	ENSMUSG00000034295	Fhod3
chr3	36373765	36375765	-	ENSMUSG00000027712	Anxa5
chr7	75096713	75098713	+	ENSMUSG00000005533	Igf1r
chr3	54718809	54720809	-	ENSMUSG00000056306	6030405A18Rik
chr11	107654871	107656871	-	ENSMUSG00000020723	Cacng4
chr9	15431377	15433377	-	ENSMUSG00000039977	Ccdc67
chr13	38242661	38244661	-	ENSMUSG00000063303	Gm10129
chr17	49070704	49072704	+	ENSMUSG00000040490	Lrfn2
chr2	25035278	25037278	+	ENSMUSG00000078202	Nrarp
chr12	33063511	33065511	+	ENSMUSG00000078373	2010109K11Rik
chr16	91513878	91515878	-	ENSMUSG00000084301	Gm7856
chr2	117167737	117169737	-	ENSMUSG00000027347	Rasgrp1
chr11	105317049	105319049	-	ENSMUSG00000078627	Feb-06
chr2	118198155	118200155	-	ENSMUSG00000040133	Gpr176
chr9	44945520	44947520	+	ENSMUSG00000046480	Scn4b
chr17	37003155	37005155	-	ENSMUSG00000050747	Trim15
chr5	30889543	30891543	+	ENSMUSG00000049265	Kcnk3
chr3	81877633	81879633	-	ENSMUSG00000028005	Gucy1b3
chr4	63156025	63158025	-	ENSMUSG00000039137	Whrn
chr18	61070434	61072434	+	ENSMUSG00000036412	Arsi
chr6	53017625	53019625	-	ENSMUSG00000063568	Jazf1
chr12	45428872	45430872	+	ENSMUSG00000020598	Nrcam
chr11	53331759	53333759	+	ENSMUSG00000018398	Aug-04
chr1	5906479	5908479	-	ENSMUSG00000033774	Npbwr1
chr2	122527399	122529399	-	ENSMUSG00000005802	Slc30a4
chr5	66541452	66543452	+	ENSMUSG00000086102	Gm16885
chr17	56278766	56280766	-	ENSMUSG00000001227	Sema6b
chr2	75014715	75016715	-	ENSMUSG00000086044	A330043C09Rik
chr18	37601171	37603171	+	ENSMUSG00000047307	Pcdhb13
chr10	79849404	79851404	-	ENSMUSG00000048696	Mex3d
chr1	78305921	78307921	+	ENSMUSG00000032908	Sgpp2
chr9	123587003	123589003	-	ENSMUSG00000036814	Slc6a20a
chr19	4098998	4100998	+	ENSMUSG00000024851	Pitpnm1
chr6	54378597	54380597	+	ENSMUSG00000086040	Wipf3
chr3	107562387	107564387	-	ENSMUSG00000014599	Csf1
chr3	40547417	40549417	+	ENSMUSG00000025757	Hspa4l
chr4	107473669	107475669	-	ENSMUSG00000087200	Gm12908
chr17	47573325	47575325	-	ENSMUSG00000047150	1700001C19Rik
chr6	28347005	28349005	-	ENSMUSG00000039841	Zfp800
chr4	59450505	59452505	-	ENSMUSG00000038578	Susd1
chr7	107326207	107328207	+	ENSMUSG00000035165	Kcne3
chr5	64039342	64041342	+	ENSMUSG00000090061	3110047P20Rik
chr4	147533730	147535730	+	ENSMUSG00000041556	Fbxo2
chr1	94806982	94808982	+	ENSMUSG00000026269	Rnpepl1
chr3	106284323	106286323	+	ENSMUSG00000027901	Dennd2d
chr11	120623108	120625108	+	ENSMUSG00000078249	Hmga1-rs1
chr11	120623108	120625108	+	ENSMUSG00000089637	Hmga1-rs1
chr11	98272784	98274784	+	ENSMUSG00000062312	Erbb2
chr12	86038757	86040757	-	ENSMUSG00000071234	Tmem90a
chr16	44558010	44560010	-	ENSMUSG00000022687	Boc
chr17	8717237	8719237	+	ENSMUSG00000023868	Pde10a
chr6	83957584	83959584	+	ENSMUSG00000033788	Dysf
chr12	40859815	40861815	-	ENSMUSG00000002565	Scin
chr14	70919067	70921067	-	ENSMUSG00000022098	Bmp1
chr10	21872853	21874853	-	ENSMUSG00000044268	Gm4895
chr2	173101034	173103034	-	ENSMUSG00000038400	Pmepa1
chr7	147019073	147021073	+	ENSMUSG00000025475	Gpr123
chrX	45245151	45247151	-	ENSMUSG00000031099	Smarca1
chr4	131629612	131631612	+	ENSMUSG00000070717	Gm10300
chr17	35516237	35518237	-	ENSMUSG00000079505	Gm11131
chr6	72339697	72341697	-	ENSMUSG00000050732	Vamp8
chr2	33742466	33744466	-	ENSMUSG00000038740	Fam125b
chr17	78598588	78600588	+	ENSMUSG00000024074	Crim1
chr7	69492163	69494163	+	ENSMUSG00000033585	Ndn
chr7	117911859	117913859	-	ENSMUSG00000073866	B430319F04Rik
chr8	74081770	74083770	-	ENSMUSG00000043664	Tmem221
chr9	30938438	30940438	-	ENSMUSG00000031995	St14
chr2	122589973	122591973	+	ENSMUSG00000005803	Sqrdl
chr7	152022988	152024988	+	ENSMUSG00000031074	Fgf3
chr15	85564413	85566413	+	ENSMUSG00000022383	Ppara
chr10	74778688	74780688	+	ENSMUSG00000020178	Adora2a
chrX	34730158	34732158	-	ENSMUSG00000016427	Ndufa1
chr18	79305130	79307130	-	ENSMUSG00000024548	Setbp1
chr7	85722294	85724294	-	ENSMUSG00000059146	Ntrk3
chr13	88960077	88962077	+	ENSMUSG00000034488	Edil3
chr4	126412484	126414484	-	ENSMUSG00000042477	Tfap2e
chr11	101888775	101890775	-	ENSMUSG00000052373	Mpp3
chr15	10966723	10968723	-	ENSMUSG00000060735	Rxfp3
chr15	101003556	101005556	+	ENSMUSG00000000532	Acvr1b
chr11	49837848	49839848	+	ENSMUSG00000020376	Rnf130
chr1	10982546	10984546	+	ENSMUSG00000048960	Prex2
chr8	68140799	68142799	+	ENSMUSG00000036469	Feb-97
chr2	25472198	25474198	-	ENSMUSG00000026940	4921530D09Rik
chr1	175296826	175298826	-	ENSMUSG00000005338	Cadm3
chr11	95684813	95686813	+	ENSMUSG00000050860	Phospho1
chr9	57786920	57788920	+	ENSMUSG00000038264	Sema7a
chr19	17029608	17031608	+	ENSMUSG00000039126	Prune2
chr1	153936450	153938450	-	ENSMUSG00000032666	1700025G04Rik
chr14	47006194	47008194	+	ENSMUSG00000086746	Gm15222
chr7	148476929	148478929	+	ENSMUSG00000025496	Drd4
chr12	32745161	32747161	-	ENSMUSG00000002997	Prkar2b
chr14	77555623	77557623	+	ENSMUSG00000022012	Enox1
chr7	17427283	17429283	+	ENSMUSG00000041187	Prkd2
chr19	5446703	5448703	+	ENSMUSG00000024912	Fosl1
chr9	51087400	51089400	+	ENSMUSG00000044694	2010007H06Rik
chr17	25392309	25394309	-	ENSMUSG00000047507	Baiap3
chr6	41491753	41493753	+	ENSMUSG00000076492	Trbj2-1
chr9	95537020	95539020	+	ENSMUSG00000015354	Pcolce2
chr2	79295942	79297942	-	ENSMUSG00000075256	Cerkl
chr12	114039868	114041868	-	ENSMUSG00000072812	Ahnak2
chr15	75811715	75813715	-	ENSMUSG00000044095	2410075B13Rik
chr16	20588544	20590544	+	ENSMUSG00000046613	Vwa5b2
chr15	58045030	58047030	+	ENSMUSG00000086801	Gm15943
chr15	85651163	85653163	-	ENSMUSG00000052496	Pkdrej
chr19	29121451	29123451	-	ENSMUSG00000024782	Ak3
chr11	68932906	68934906	+	ENSMUSG00000023781	Hes7
chr8	87323243	87325243	-	ENSMUSG00000001911	Nfix
chr10	59567967	59569967	+	ENSMUSG00000058297	Spock2
chr5	52956542	52958542	-	ENSMUSG00000039252	Lgi2
chr16	95807200	95809200	-	ENSMUSG00000040732	Erg
chr16	91224795	91226795	+	ENSMUSG00000039830	Olig2
chr13	35054679	35056679	-	ENSMUSG00000021416	Eci3
chr11	77743302	77745302	+	ENSMUSG00000000632	Sez6
chr14	77435711	77437711	-	ENSMUSG00000044350	9030625A04Rik
chr4	108054954	108056954	-	ENSMUSG00000059816	Fam159a
chr13	43710079	43712079	+	ENSMUSG00000044164	Rnf182
chr7	88599351	88601351	-	ENSMUSG00000025586	Cpeb1
chr6	29345309	29347309	+	ENSMUSG00000029769	Ccdc136
chr4	153543839	153545839	+	ENSMUSG00000057751	Megf6
chr11	96142219	96144219	+	ENSMUSG00000056648	Hoxb8
chr8	11477638	11479638	-	ENSMUSG00000031504	Rab20
chr2	27741572	27743572	-	ENSMUSG00000085766	2810430I11Rik
chr4	119405401	119407401	+	ENSMUSG00000078582	Hivep3
chr6	17979585	17981585	-	ENSMUSG00000010797	Wnt2
chr8	122637052	122639052	+	ENSMUSG00000031824	6430548M08Rik
chr9	87038140	87040140	+	ENSMUSG00000042761	Mrap2
chr4	128294863	128296863	-	ENSMUSG00000062545	Tlr12
chr9	71618409	71620409	-	ENSMUSG00000032232	Cgnl1
chr5	67817919	67819919	+	ENSMUSG00000085339	Gm16714
chr1	54982231	54984231	-	ENSMUSG00000052331	Ankrd44
chr7	73983621	73985621	+	ENSMUSG00000058145	Adamts17
chr1	130487870	130489870	-	ENSMUSG00000045382	Cxcr4
chr19	5739904	5741904	+	ENSMUSG00000024940	Ltbp3
chr14	77435579	77437579	+	ENSMUSG00000034795	Ccdc122
chr4	20705013	20707013	-	ENSMUSG00000055761	Nkain3
chr5	91945641	91947641	+	ENSMUSG00000034981	Parm1
chrX	45387030	45389030	-	ENSMUSG00000037010	Apln
chr2	122526783	122528783	+	ENSMUSG00000087017	4930417H01Rik
chr18	4633927	4635927	+	ENSMUSG00000033960	9430020K01Rik
chr14	60996084	60998084	+	ENSMUSG00000021986	Fam123a
chr2	156903990	156905990	-	ENSMUSG00000055485	9830001H06Rik
chr6	47892170	47894170	+	ENSMUSG00000072653	Zfp783
chr16	32164680	32166680	-	ENSMUSG00000052384	Lrrc33
chr16	44332309	44334309	-	ENSMUSG00000022696	Sidt1
chr5	31396357	31398357	+	ENSMUSG00000053839	Gm9924
chr4	85698819	85700819	+	ENSMUSG00000066113	Adamtsl1
chr11	16651206	16653206	+	ENSMUSG00000020122	Egfr
chr8	121969619	121971619	+	ENSMUSG00000031837	Necab2
chr5	100587827	100589827	-	ENSMUSG00000050640	Tmem150c
chr3	82679405	82681405	-	ENSMUSG00000033882	Rbm46
chr7	85722716	85724716	+	ENSMUSG00000052629	Gm9885
chr6	117946225	117948225	+	ENSMUSG00000082791	Gm4875
chr8	83865455	83867455	+	ENSMUSG00000037940	Inpp4b
chr11	31269074	31271074	-	ENSMUSG00000020303	Stc2
chr3	75759871	75761871	-	ENSMUSG00000034109	Golim4
chr18	37179333	37181333	-	ENSMUSG00000073594	Gm10545
chr2	4637877	4639877	+	ENSMUSG00000048186	Bend7
chr13	54850235	54852235	-	ENSMUSG00000069227	Gprin1
chr16	8424229	8426229	-	ENSMUSG00000022715	Cldn26
chr11	81780959	81782959	-	ENSMUSG00000020704	Accn1
chr15	83554451	83556451	-	ENSMUSG00000016763	Scube1
chr2	127481431	127483431	-	ENSMUSG00000027375	Mal
chr19	57684524	57686524	+	ENSMUSG00000054843	Atrnl1
chr12	46174480	46176480	-	ENSMUSG00000046314	Stxbp6
chr17	5940280	5942280	+	ENSMUSG00000023805	Synj2
chr12	92638433	92640433	+	ENSMUSG00000020963	Tshr
chr2	66246551	66248551	+	ENSMUSG00000085386	Gm13630
chr4	108452403	108454403	-	ENSMUSG00000034557	Zfyve9
chr13	91880477	91882477	-	ENSMUSG00000074782	4833422C13Rik
chr4	119405389	119407389	+	ENSMUSG00000028634	Hivep3
chr10	69706848	69708848	+	ENSMUSG00000037762	Slc16a9
chr9	58335770	58337770	+	ENSMUSG00000091354	6030419C18Rik
chr16	43978206	43980206	-	ENSMUSG00000036304	Zdhhc23
chr8	80040806	80042806	-	ENSMUSG00000037148	Arhgap10
chr3	94175716	94177716	+	ENSMUSG00000028150	Rorc
chr14	52607504	52609504	-	ENSMUSG00000085219	Gm16617
chr7	31826500	31828500	-	ENSMUSG00000009687	Fxyd5
chr2	155600078	155602078	+	ENSMUSG00000027612	Mmp24
chr9	40771201	40773201	-	ENSMUSG00000032023	4931429I11Rik
chr11	62061486	62063486	+	ENSMUSG00000018500	Adora2b
chr11	98901558	98903558	+	ENSMUSG00000017493	Igfbp4
chr7	106529059	106531059	+	ENSMUSG00000035314	Gdpd5
chr6	24905297	24907297	-	ENSMUSG00000048022	Tmem229a
chr9	96918262	96920262	-	ENSMUSG00000046997	Spsb4
chr2	164310606	164312606	+	ENSMUSG00000017734	Dbndd2
chr4	129167266	129169266	-	ENSMUSG00000000411	Tssk3
chr2	129417571	129419571	+	ENSMUSG00000037902	Sirpa
chr18	37104801	37106801	+	ENSMUSG00000091969	Pcdha3
chr6	8727488	8729488	-	ENSMUSG00000062995	Ica1
chr8	97440998	97442998	-	ENSMUSG00000063605	Ccdc102a
chrX	130221319	130223319	+	ENSMUSG00000087251	Gm16795
chr13	43398541	43400541	-	ENSMUSG00000051335	Gfod1
chr13	38435995	38437995	+	ENSMUSG00000039004	Bmp6
chr8	112228449	112230449	+	ENSMUSG00000031728	Zfp821
chr1	186706097	186708097	-	ENSMUSG00000039349	C130074G19Rik
chr13	46512669	46514669	+	ENSMUSG00000038132	Rbm24
chr9	121205620	121207620	+	ENSMUSG00000032536	Trak1
chr6	137199820	137201820	+	ENSMUSG00000030223	Ptpro
chr10	108447038	108449038	-	ENSMUSG00000035864	Syt1
chr6	18464338	18466338	-	ENSMUSG00000000416	Cttnbp2
chr15	88970133	88972133	-	ENSMUSG00000022610	Mapk12
chr3	108925067	108927067	+	ENSMUSG00000040322	Slc25a24
chr17	42451896	42453896	+	ENSMUSG00000042256	3110082D06Rik
chr3	100292587	100294587	+	ENSMUSG00000053957	Gm12474
chr4	137805350	137807350	+	ENSMUSG00000028758	Kif17
chr14	14116152	14118152	-	ENSMUSG00000051729	Gm5087
chr14	70604131	70606131	+	ENSMUSG00000085557	Gm16600
chr1	66513941	66515941	+	ENSMUSG00000055567	Unc80
chr14	75414834	75416834	+	ENSMUSG00000034959	5031414D18Rik
chr9	102256023	102258023	-	ENSMUSG00000032537	Ephb1
chr13	58007948	58009948	-	ENSMUSG00000056222	Spock1
chr16	74411070	74413070	-	ENSMUSG00000052516	Robo2
chr14	70007978	70009978	+	ENSMUSG00000034205	Loxl2
chr7	97412942	97414942	-	ENSMUSG00000030617	Ccdc83
chr18	77423996	77425996	-	ENSMUSG00000073532	Gm7276
chr9	110728194	110730194	+	ENSMUSG00000058398	Prss43
chr1	16082406	16084406	-	ENSMUSG00000067795	4930444P10Rik
chr18	86563344	86565344	+	ENSMUSG00000050321	Neto1
chr1	74938717	74940717	-	ENSMUSG00000006546	Cryba2
chr9	122259726	122261726	+	ENSMUSG00000032540	Abhd5
chr18	61945356	61947356	-	ENSMUSG00000033032	Afap1l1
chr7	106773684	106775684	-	ENSMUSG00000060814	Gm4980
chr4	122781408	122783408	+	ENSMUSG00000002384	Bmp8b
chr2	18918753	18920753	-	ENSMUSG00000026737	Pip4k2a
chr1	158134156	158136156	-	ENSMUSG00000015484	Fam163a
chr3	117277145	117279145	+	ENSMUSG00000033342	4833424O15Rik
chr2	144156882	144158882	-	ENSMUSG00000037279	Ovol2
chr5	117768275	117770275	+	ENSMUSG00000066894	Vsig10
chr13	58374549	58376549	-	ENSMUSG00000021552	Gkap1
chr10	80305784	80307784	-	ENSMUSG00000051067	Lingo3
chr15	86015571	86017571	-	ENSMUSG00000035891	Cerk
chr3	101813068	101815068	+	ENSMUSG00000048540	Nhlh2
chr13	54866956	54868956	-	ENSMUSG00000034891	Sncb
chr9	20531673	20533673	-	ENSMUSG00000032172	Olfm2
chr13	48965481	48967481	+	ENSMUSG00000086889	Gm8619
chr4	57446119	57448119	+	ENSMUSG00000090053	Palm2
chrX	165110830	165112830	-	ENSMUSG00000031358	Msl3
chr8	69210993	69212993	-	ENSMUSG00000044014	Npy5r
chr11	68969491	68971491	+	ENSMUSG00000032807	Alox12b
chr16	33683552	33685552	+	ENSMUSG00000075254	Heg1
chr16	37915582	37917582	+	ENSMUSG00000046961	Gpr156
chr7	91234012	91236012	-	ENSMUSG00000052353	9930013L23Rik
chr14	31527035	31529035	+	ENSMUSG00000006527	Sfmbt1
chr2	79295908	79297908	-	ENSMUSG00000034701	Neurod1
chr5	93473048	93475048	-	ENSMUSG00000045314	Sowahb
chrX	158345155	158347155	+	ENSMUSG00000087571	Gm15202
chr9	119001614	119003614	-	ENSMUSG00000010660	Plcd1
chr13	58906957	58908957	+	ENSMUSG00000055254	Ntrk2
chr12	12267945	12269945	+	ENSMUSG00000020589	Fam49a
chr6	21801515	21803515	-	ENSMUSG00000029669	Tspan12
chr4	153513317	153515317	-	ENSMUSG00000029026	Trp73
chr3	87599873	87601873	+	ENSMUSG00000005640	Insrr
chr13	46596217	46598217	+	ENSMUSG00000021373	Cap2
chr9	54827687	54829687	+	ENSMUSG00000035594	Chrna5
chr7	139507911	139509911	-	ENSMUSG00000030930	Chst15
chr6	4453814	4455814	+	ENSMUSG00000029661	Col1a2
chr11	72078923	72080923	+	ENSMUSG00000086951	1700051A21Rik
chr4	137805318	137807318	+	ENSMUSG00000045349	Sh2d5
chr4	49609748	49611748	-	ENSMUSG00000039611	2810432L12Rik
chr9	45238315	45240315	-	ENSMUSG00000086990	4833428L15Rik
chr6	126594819	126596819	-	ENSMUSG00000047976	Kcna1
chr9	67679137	67681137	-	ENSMUSG00000047990	C2cd4a
chr11	61155362	61157362	-	ENSMUSG00000069855	Slc47a2
chr9	43551659	43553659	+	ENSMUSG00000032012	Pvrl1
chr1	158232795	158234795	-	ENSMUSG00000060985	Tdrd5
chr1	79854271	79856271	-	ENSMUSG00000026249	Serpine2
chr2	84725867	84727867	-	ENSMUSG00000050896	Rtn4rl2
chr3	82679627	82681627	+	ENSMUSG00000086273	4930564K09Rik
chr11	113479656	113481656	+	ENSMUSG00000047904	Sstr2
chr14	47450702	47452702	-	ENSMUSG00000061510	Gm10101
chr18	35813841	35815841	-	ENSMUSG00000073600	Gm1614
chr3	126065745	126067745	+	ENSMUSG00000046561	Arsj
chr10	70621448	70623448	-	ENSMUSG00000014329	Bicc1
chr2	155419211	155421211	-	ENSMUSG00000087616	Gm14257
chr1	82286991	82288991	-	ENSMUSG00000055980	Irs1
chr14	115490437	115492437	+	ENSMUSG00000022112	Gpc5
chr3	102272851	102274851	+	ENSMUSG00000027859	Ngf
chr1	33813639	33815639	-	ENSMUSG00000042215	Bag2
chr17	15962550	15964550	-	ENSMUSG00000048027	Rgmb
chr5	77085708	77087708	+	ENSMUSG00000036377	C530008M17Rik
chr12	103520258	103522258	+	ENSMUSG00000044456	Rin3
chr8	69111907	69113907	-	ENSMUSG00000085082	Gm16330
chr16	17914152	17916152	-	ENSMUSG00000022738	Gsc2
chr7	109415338	109417338	+	ENSMUSG00000030987	Stim1
chr2	133376895	133378895	+	ENSMUSG00000027358	Bmp2
chr7	86937674	86939674	-	ENSMUSG00000030544	Mesp1
chr13	12611715	12613715	-	ENSMUSG00000039309	Edaradd
chr9	85675279	85677279	-	ENSMUSG00000062358	Gm5619
chr16	13448616	13450616	+	ENSMUSG00000076972	Mir193b
chr10	33343052	33345052	+	ENSMUSG00000090087	Gm15939
chr17	12699570	12701570	-	ENSMUSG00000023828	Slc22a3
chr2	72122694	72124694	+	ENSMUSG00000004085	B230120H23Rik
chr2	153354707	153356707	-	ENSMUSG00000061411	8430427H17Rik
chr9	106050018	106052018	+	ENSMUSG00000086296	D030055H07Rik
chr8	47236125	47238125	+	ENSMUSG00000031631	4933411K20Rik
chr2	118570494	118572494	+	ENSMUSG00000074918	5430417L22Rik
chr14	78706850	78708850	-	ENSMUSG00000022015	Tnfsf11
chr11	110926478	110928478	+	ENSMUSG00000041695	Kcnj2
chr11	70042300	70044300	-	ENSMUSG00000000317	Bcl6b
chr8	88223653	88225653	-	ENSMUSG00000036902	Neto2
chr17	35515562	35517562	+	ENSMUSG00000035929	H2-Q4
chr2	180627736	180629736	+	ENSMUSG00000065454	Mir124a-3
chr2	36056834	36058834	+	ENSMUSG00000085141	Gm13429
chr4	46614074	46616074	-	ENSMUSG00000028337	Coro2a
chr14	79700452	79702452	-	ENSMUSG00000022018	1190002H23Rik
chr2	25173707	25175707	-	ENSMUSG00000026959	Grin1
chr1	168930548	168932548	+	ENSMUSG00000060568	Fam78b
chr4	32324779	32326779	+	ENSMUSG00000040270	Bach2
chr8	8660239	8662239	-	ENSMUSG00000001300	Efnb2
chr7	91676485	91678485	+	ENSMUSG00000085128	Gm2115
chr9	85735892	85737892	-	ENSMUSG00000056031	9330154J02Rik
chr13	98975120	98977120	-	ENSMUSG00000021662	Rgnef
chr11	95775205	95777205	-	ENSMUSG00000013418	B4galnt2
chr10	82447243	82449243	+	ENSMUSG00000034612	Chst11
chr7	88850811	88852811	-	ENSMUSG00000025813	Homer2
chr14	33277228	33279228	+	ENSMUSG00000090669	Gm2990
chr3	106841422	106843422	+	ENSMUSG00000056145	AI504432
chr4	6917704	6919704	-	ENSMUSG00000041272	Tox
chr9	121550834	121552834	+	ENSMUSG00000032528	Vipr1
chr1	129573673	129575673	-	ENSMUSG00000026347	Tmem163
chr8	122222909	122224909	+	ENSMUSG00000034112	Atp2c2
chr19	4213238	4215238	+	ENSMUSG00000040663	Clcf1
chr8	128433350	128435350	+	ENSMUSG00000031853	BC021891
chr4	33117298	33119298	-	ENSMUSG00000085037	4933421O10Rik
chr1	157659013	157661013	-	ENSMUSG00000033684	Qsox1
chrX	66613444	66615444	-	ENSMUSG00000086676	Gm14705
chr13	51941047	51943047	+	ENSMUSG00000021453	Gadd45g
chr10	118891435	118893435	-	ENSMUSG00000085454	Gm16320
chr1	194680122	194682122	+	ENSMUSG00000089812	Gm15867
chr12	83718012	83720012	+	ENSMUSG00000056729	Gm10006
chr1	52175282	52177282	+	ENSMUSG00000026104	Stat1
chr9	66896213	66898213	-	ENSMUSG00000032366	Tpm1
chr3	98185404	98187404	+	ENSMUSG00000050064	Zfp697
chr15	38836879	38838879	+	ENSMUSG00000022297	Fzd6
chr18	33097876	33099876	-	ENSMUSG00000087447	2310026I22Rik
chr5	101147735	101149735	-	ENSMUSG00000035273	Hpse
chr1	179187334	179189334	-	ENSMUSG00000019699	Akt3
chr14	102007408	102009408	-	ENSMUSG00000033083	Tbc1d4
chr5	64040503	64042503	-	ENSMUSG00000054714	Gm9954
